customer_id,customer_name,mail,address,gender,create_time,city_id
0000000231,邱建华,taomin@gmail.com,福建省健县海陵官街t座 509360,F,2012-04-12,00007
0000000232,黄兰英,xiayin@hotmail.com,四川省石家庄县蓟州辛集路c座 233820,M,2015-10-20,00000
0000000233,黄桂珍,maoxia@hotmail.com,黑龙江省丽华市门头沟岳路N座 221660,F,2016-02-02,00009
0000000234,连洋,na12@yahoo.com,陕西省哈尔滨市徐汇太原街r座 293356,F,2019-06-18,00001
0000000235,赖玉华,xiulan99@hotmail.com,宁夏回族自治区洋县长寿阜新路S座 526919,F,2013-02-08,00005
0000000236,王宁,chaoma@yahoo.com,广西壮族自治区西安县花溪陈路X座 800953,F,2013-06-14,00004
0000000237,姚涛,houlei@hotmail.com,北京市芳县淄川哈尔滨路C座 275226,F,2011-12-27,00005
0000000238,胡璐,gangdai@hotmail.com,山西省雪梅市蓟州田路D座 622750,M,2015-07-23,00006
0000000239,徐俊,jun90@hotmail.com,吉林省杭州县江北陈路G座 938588,M,2012-11-23,00002
0000000240,蒋娜,huangli@yahoo.com,江西省燕市金平银川街y座 660683,M,2012-10-05,00000
0000000241,童慧,czhou@yahoo.com,青海省马鞍山市静安太原街x座 545484,F,2012-03-15,00002
0000000242,李雷,ejia@gmail.com,青海省重庆县海港香港路x座 373928,F,2012-08-19,00008
0000000243,牛玉英,taoxie@yahoo.com,江西省桂芝县西夏蒋街i座 846894,M,2017-10-03,00004
0000000244,陶平,jiangchao@yahoo.com,福建省宜都县萧山周路B座 292364,F,2014-09-16,00005
0000000245,孙玉英,omeng@yahoo.com,云南省南京市南溪淮安路p座 486744,M,2018-06-12,00004
0000000246,杨梅,xiuyinglu@gmail.com,天津市艳市黄浦沈阳路B座 829983,M,2014-04-13,00001
0000000247,范晨,lei19@gmail.com,北京市颖市永川通辽路R座 597734,F,2012-01-02,00007
0000000248,李龙,efu@gmail.com,北京市沈阳县城北周路H座 701906,F,2013-11-02,00008
0000000249,阳婷,wuqiang@gmail.com,辽宁省武汉县门头沟黄街Z座 674125,M,2017-07-26,00006
0000000250,李健,chao40@yahoo.com,辽宁省西宁市崇文冯路S座 682586,M,2013-10-21,00008
0000000251,龙璐,jun01@yahoo.com,海南省亮县金平李街G座 114137,M,2012-12-14,00009
0000000252,邓畅,jing36@hotmail.com,黑龙江省西安市和平李街a座 895335,F,2014-09-08,00009
0000000253,刘玉,jun84@yahoo.com,河北省荣县崇文兴城街J座 637789,F,2017-02-12,00004
0000000254,李建华,hqin@hotmail.com,江西省龙县平山福州街J座 855600,F,2018-01-01,00005
0000000255,王红梅,jingyin@yahoo.com,浙江省哈尔滨县牧野黄街p座 881864,M,2018-06-03,00005
0000000256,马楠,zwen@yahoo.com,湖北省桂芝市徐汇福州街T座 360375,F,2014-09-16,00005
0000000257,焦彬,yang83@hotmail.com,香港特别行政区澳门市涪城邯郸街l座 557465,M,2014-12-02,00000
0000000258,高林,fang30@gmail.com,广东省通辽县高坪王街J座 162760,F,2019-08-20,00008
